Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms
CALQ	"[""CMCL"", ""CALQ""]"	nACSQQYd7a	2026-05-11 06:18:49	"Caledonia Mining Corporation Plc - Abridged and Unaudited Quarterly Results and Details of Management Conference Call for the First Quarter Ended March 31, 2026 (""the Quarter"" or ""Q1 2026"")"	ACCESSWIRE		0.0608	0.0743	0.8649	-0.0134	neutral		NO:sentiment_score,Float	NYSE American			2026-05-11 06:18:50.054568		2026-05-11 06:18:56.736179	6777.25
CMCL	"[""CMCL"", ""CALQ""]"	nACSQQYd7a	2026-05-11 06:18:49	"Caledonia Mining Corporation Plc - Abridged and Unaudited Quarterly Results and Details of Management Conference Call for the First Quarter Ended March 31, 2026 (""the Quarter"" or ""Q1 2026"")"	ACCESSWIRE	14.46	0.0608	0.0743	0.8649	-0.0134	neutral		NO:sentiment_score	NYSE American	25.36	6.02	2026-05-11 06:18:50.054539	0.047	2026-05-11 06:18:56.736968	6777.25
BUDA	"[""BUDA""]"	nBw3nG2VKa	2026-05-11 06:55:00	Buda Juice Expands Distribution Across Nine States	Business Wire	3.9	0.8039	0.0104	0.1857	0.7935	positive		YES	NYSE American	10.1	4.02	2026-05-11 06:55:00.247074	0.2059	2026-05-11 06:55:00.856341	665.32
OTCM	"[""OTCM"", ""EVR""]"	nGNX8FlZ6X	2026-05-11 07:00:00	OTC Markets Group Welcomes Evolve Royalties Ltd. to OTCQX	Globe Newswire		0.1333	0.0128	0.8539	0.1204	positive		NO:sentiment_score,Float	OTC			2026-05-11 07:00:00.409372		2026-05-11 07:00:03.024380	2663.69
EVR	"[""OTCM"", ""EVR""]"	nGNX8FlZ6X	2026-05-11 07:00:00	OTC Markets Group Welcomes Evolve Royalties Ltd. to OTCQX	Globe Newswire	36.94	0.1333	0.0128	0.8539	0.1204	positive		NO:sentiment_score	OTC			2026-05-11 07:00:00.409301	0.1837	2026-05-11 07:00:03.025525	2663.69
MWG	"[""MWG""]"	nGNX1pw1FG	2026-05-11 07:00:00	Multi Ways Holdings Reports Fiscal Year 2025 Results: Revenue Grows 44% to $44.8 Million	Globe Newswire	23.74	0.9224	0.0301	0.0476	0.8923	positive		YES	NYSE American	2.6	42.08	2026-05-11 07:00:00.352421	0.3987	2026-05-11 07:00:06.345317	6011.69
BRIA	"[""BRIA""]"	nBw20fxhna	2026-05-11 07:00:00	BrilliA Inc. Partners with HH4K Group to Expand Indonesia Manufacturing	Business Wire	20.2799	0.8279	0.0091	0.163	0.8188	positive		YES	NYSE American	1.88	10.59	2026-05-11 07:00:00.541223	0.5329	2026-05-11 07:00:06.465548	3382.71
CRSR	"[""CRSR""]"	nBw8MwSxXa	2026-05-11 07:00:00	Corsair Gaming to Present at B. Riley Securities 26th Annual Institutional Investor Conference	Business Wire	45.66	0.1424	0.0167	0.8409	0.1256	positive		NO:sentiment_score	NASDAQ	8.27	5.75	2026-05-11 07:00:00.635611	0.1276	2026-05-11 07:00:08.351658	1908.1
SGMT	"[""SGMT""]"	nGNX6MFNrg	2026-05-11 07:00:00	Sagimet Biosciences to Present Mechanism of Action Data for its FASN Inhibitors at the Society for Investigative Dermatology in Chicago	Globe Newswire	27.11	0.1585	0.0184	0.8232	0.1401	positive		NO:sentiment_score	NASDAQ	7.91	2.59	2026-05-11 07:00:00.550192	0.3507	2026-05-11 07:00:09.599593	3324.55
S	"[""S""]"	nBw79SG3ca	2026-05-11 07:00:00	Sherritt Provides Update on Governance Matters and Timing of Q1 Results	Business Wire	316.28	0.0571	0.0454	0.8975	0.0117	neutral		NO:sentiment_score,Float	TSX			2026-05-11 07:00:00.744966		2026-05-11 07:00:11.349258	1735.32
ACTU	"[""ACTU""]"	nGNX1P4xPG	2026-05-11 07:00:00	Actuate Therapeutics Announces FDA Clearance of IND for Oral Elraglusib and Strategic Initiatives to Advance the Elraglusib Development Program	Globe Newswire	10.07	0.6754	0.0099	0.3146	0.6655	positive		NO:sentiment_score	NASDAQ	4.59	39.09	2026-05-11 07:00:00.684651	0.5999	2026-05-11 07:00:11.937707	3587.67
UHG	"[""UHG""]"	nACSWYtQca	2026-05-11 07:00:00	Pomerantz LLP Issues Reminder to Shareholders in United Homes Group, Inc.  of Class Action – UHG	ACCESSWIRE	11.21	0.1904	0.185	0.6245	0.0054	neutral		NO:sentiment_score	NASDAQ			2026-05-11 07:00:03.025269		2026-05-11 07:00:12.979574	1617.81
ATRA	"[""ATRA""]"	nACS2j6wCa	2026-05-11 07:00:01	ATRA INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Reminds Investors of Atara Biotherapeutics, Inc. to Contact the Firm Today!	ACCESSWIRE	4.86	0.1063	0.027	0.8667	0.0794	positive		NO:sentiment_score	NASDAQ	9.84	4.68	2026-05-11 07:00:03.030736	-0.0525	2026-05-11 07:00:14.073715	2118.03
6B6	"[""MNDY"", ""6B6""]"	nACS3Br3Ca	2026-05-11 07:00:01	Pomerantz LLP Notifies Investors of Class Action Lawsuit Against monday.com Ltd.  – MNDY	ACCESSWIRE		0.1071	0.2275	0.6654	-0.1204	negative		NO:sentiment_score,Float	NYSE			2026-05-11 07:00:08.353854		2026-05-11 07:00:15.517815	1447.76
MNDY	"[""MNDY"", ""6B6""]"	nACS3Br3Ca	2026-05-11 07:00:01	Pomerantz LLP Notifies Investors of Class Action Lawsuit Against monday.com Ltd.  – MNDY	ACCESSWIRE	41.34	0.1071	0.2275	0.6654	-0.1204	negative		NO:sentiment_score	NYSE	93.35	27.77	2026-05-11 07:00:06.540247		2026-05-11 07:00:15.518219	1447.76
SKYQ	"[""SKYQ""]"	nACSnr1Gka	2026-05-11 07:00:01	Energy Emergencies Drive Urgent Action in Nevada Fuel Supply	ACCESSWIRE	2.98	0.3519	0.1776	0.4705	0.1743	positive		NO:sentiment_score	NASDAQ	4.06	3.57	2026-05-11 07:00:09.612467	0.4069	2026-05-11 07:00:18.501083	2968.7
GANX	"[""GANX""]"	nGNXds2SS	2026-05-11 07:00:01	Gain Therapeutics Reports Financial Results for First Quarter 2026 and Provides Corporate Update	Globe Newswire	40.93	0.0627	0.0403	0.897	0.0223	neutral		NO:sentiment_score	NASDAQ	1.88	1.08	2026-05-11 07:00:11.378265	0.2334	2026-05-11 07:00:25.389131	6882.38
GEMI	"[""GEMI""]"	nACSCk49ca	2026-05-11 07:00:01	GEMI Stockholders Have Opportunity to Lead Gemini Space Station, Inc. Class Action Lawsuit – Contact Bronstein, Gewirtz and Grossman, LLC Today!	ACCESSWIRE	38.2	0.1755	0.0554	0.7691	0.1201	positive		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-11 07:00:11.977811	0.1116	2026-05-11 07:00:26.761255	1369.62
OPAL	"[""OPAL""]"	nBwqtzdLa	2026-05-11 07:00:01	OPAL Fuels Reports First Quarter 2026 Results	Business Wire	16.63	0.0534	0.031	0.9156	0.0225	neutral		NO:sentiment_score	NASDAQ	2.34	3.08	2026-05-11 07:00:06.385354	0.2145	2026-05-11 07:00:27.530197	14518.92
BRAI	"[""BRAI""]"	nPRrB1060a	2026-05-11 07:00:06	REG-BlackRock American Income Trust Plc: Net Asset Value(s)	PR Newswire	17.7	0.0711	0.0375	0.8914	0.0336	neutral		NO:sentiment_score	LSE			2026-05-11 07:00:14.075929		2026-05-11 07:00:28.010572	479.33
FCHL	"[""FCHL""]"	nACSwCcVwa	2026-05-11 07:00:01	FCHL INVESTOR ALERT:  Bronstein, Gewirtz and Grossman, LLC Announces that Fitness Champs Holdings Ltd. Shareholders with Losses Have Opportunity to Lead Class Action Lawsuit!	ACCESSWIRE	0.35	0.1403	0.2862	0.5735	-0.1459	negative		NO:sentiment_score	NASDAQ	2.23	17.99	2026-05-11 07:00:12.996252	-0.1028	2026-05-11 07:00:28.864878	2090.89
CHOW	"[""CHOW""]"	nACS0nhWYa	2026-05-11 07:00:08	CHOW DEADLINE REMINDER: Bronstein, Gewirtz & Grossman LLC Reminds ChowChow Cloud International Holdings Ltd. Investors to Join the Class Action Lawsuit Today	ACCESSWIRE	10.64	0.2129	0.1507	0.6364	0.0622	positive		NO:sentiment_score	NYSE American	0.46	6.98	2026-05-11 07:00:15.534073	-0.1931	2026-05-11 07:00:29.714275	1691.35
YOOV	"[""YOOV""]"	nACSbjm09a	2026-05-11 07:00:08	CIGL INVESTOR ALERT: Bronstein, Gewirtz and Grossman, LLC Reminds Investors of Concorde International Group, Ltd. to Contact the Firm Today! 	ACCESSWIRE	5.91	0.1297	0.0366	0.8337	0.0931	positive		NO:sentiment_score	NASDAQ	1.24	1.64	2026-05-11 07:00:15.534436	-0.0786	2026-05-11 07:00:30.512892	1641.55
IE	"[""IE""]"	nNFC4dMzK1	2026-05-11 07:00:19	Ivanhoe Electric to Acquire Robbins Tunnel Boring Machine and Material Handling System for Mine Access Development at the Santa Cruz Copper Project	Newsfile Corp	121.65	0.2334	0.0187	0.7479	0.2147	positive		NO:sentiment_score,Float	NYSE American	15.04	6.67	2026-05-11 07:00:19.269728	0.128	2026-05-11 07:00:33.820662	4108.91
AIRO	"[""AIRO""]"	nBw6gPV9Sa	2026-05-11 07:07:00	Modern Warfare Is Outpacing Traditional Defense Systems: AIRO Introduces RQ-70 Dainn, Shaped by Years of Battlefield Experience	Business Wire	20.02	0.23	0.0117	0.7583	0.2183	positive		NO:sentiment_score	NASDAQ	8.19	12.19	2026-05-11 07:07:00.263216	0.3674	2026-05-11 07:07:01.879580	1681.31
GPUS	"[""GPUS""]"	nPn48Ljmva	2026-05-11 07:15:00	Hyperscale Data Announces Progress Toward Leasing AI Compute Capacity at Michigan Data Center Campus and Evaluating Long-Term Expansion Opportunities	PR Newswire	411.68	0.8172	0.0109	0.1719	0.8062	positive		NO:Float	NYSE American	0.13	8.33	2026-05-11 07:15:00.663533		2026-05-11 07:15:03.038196	2411.2
SHEL	"[""SHEL""]"	nGNE20zX5J	2026-05-11 07:20:43	REG-Transaction in Own Shares	Globe Newswire	2800.0	0.0526	0.0227	0.9248	0.0299	neutral		NO:sentiment_score,Float	LSE			2026-05-11 07:20:43.218797		2026-05-11 07:20:44.279444	1125.32
BENF	"[""BENF""]"	nGNX7rdfLf	2026-05-11 07:30:00	Beneficient Statement on Heppner Conviction	Globe Newswire	0.99	0.1622	0.1501	0.6877	0.0122	neutral		NO:sentiment_score	NASDAQ	3.49	1.45	2026-05-11 07:30:00.261162		2026-05-11 07:30:03.017088	2822.34
OPRX	"[""OPRX""]"	nGNX5mStKF	2026-05-11 07:30:00	OptimizeRx Launches Programmatic Access to Authenticated EHR Advertising at Scale	Globe Newswire	15.64	0.5494	0.0095	0.4411	0.5399	positive		NO:sentiment_score	NASDAQ	6.51	1.72	2026-05-11 07:30:00.575858	0.5688	2026-05-11 07:30:03.575445	3177.73
PRTH	"[""PRTH""]"	nBwb6GqjPa	2026-05-11 07:30:00	Priority Technology Holdings, Inc. Reports First Quarter Financial Results	Business Wire	28.85	0.148	0.1594	0.6926	-0.0113	neutral		NO:sentiment_score	NASDAQ	6.28	11.74	2026-05-11 07:30:00.721243		2026-05-11 07:30:08.760965	5742.89
GAU	"[""GAU""]"	nNFCbLz8Dp	2026-05-11 07:30:26	Galiano Gold Expands Abore Mineralized System with New Intercepts Including 32m @ 4.7 g/t Au and 53m @ 3.9 g/t Au	Newsfile Corp	251.72	0.6995	0.0111	0.2895	0.6884	positive		NO:sentiment_score,Float	NYSE American	2.71	5.04	2026-05-11 07:30:26.373609	0.4402	2026-05-11 07:30:31.834294	5530.27
IINN	"[""IINN""]"	nGNX1DPD7m	2026-05-11 07:31:00	Inspira Technologies CEO Issues Letter to Shareholders on Strategic Direction and Value Creation Plan	Globe Newswire	41.9	0.1345	0.0182	0.8473	0.1163	positive		NO:sentiment_score	NASDAQ			2026-05-11 07:31:00.327551		2026-05-11 07:31:03.627360	3385.93
KIDZ	"[""KIDZ""]"	nACSvt8Pka	2026-05-11 07:36:00	Classover Launches Embodied AI Robotics Education Platform Featuring Proprietary Curriculum Built on Advanced Humanoid Robotics Systems	ACCESSWIRE	0.99	0.1805	0.0167	0.8028	0.1638	positive		NO:sentiment_score	NASDAQ	0.89	36.92	2026-05-11 07:36:01.037340		2026-05-11 07:36:02.697987	1777.87
HQ	"[""HQ""]"	nBw7G5dfda	2026-05-11 07:45:00	Horizon Quantum Announces Participation in Upcoming Investor Conferences	Business Wire	21.51	0.1817	0.0348	0.7835	0.1469	positive		NO:sentiment_score	NASDAQ	12.84	22.87	2026-05-11 07:45:00.285367		2026-05-11 07:45:00.833895	633.45
CMND	"[""CMND""]"	nGNX8xztmY	2026-05-11 07:55:00	Clearmind Medicine Announces “Inside MEAI” Webinar Featuring New Insights from CMND-100 Psychedelic Clinical Trial	Globe Newswire	1.71	0.1547	0.0211	0.8241	0.1336	positive		NO:sentiment_score	NASDAQ	5.66	3.85	2026-05-11 07:55:00.285058	0.161	2026-05-11 07:55:01.841670	1653.89
MFC	"[""MFC""]"	nPNAtNgCda	2026-05-11 08:00:00	Manulife Turns Longevity into Action Through Volunteerism with First‑Ever Global Impact Week	PR Newswire	1670.0	0.2388	0.0164	0.7447	0.2224	positive		NO:sentiment_score,Float	TSX			2026-05-11 08:00:00.241430		2026-05-11 08:00:04.285389	4129.81
HOVR	"[""HOVR""]"	nACS58qpFa	2026-05-11 08:00:00	New Horizon Aircraft Ltd. Announces Closing of $20 Million Offering of Common Shares	ACCESSWIRE	37.33	0.0954	0.0264	0.8783	0.069	positive		NO:sentiment_score	NASDAQ	2.53	1.2	2026-05-11 08:00:00.386713		2026-05-11 08:00:05.512015	5196.24
ASML	"[""ASML""]"	nGNX7BywdX	2026-05-11 08:00:00	ASML reports transactions under its current share buyback program	Globe Newswire	385.26	0.0349	0.026	0.9391	0.0089	neutral		NO:sentiment_score,Float	Euronext Amsterdam			2026-05-11 08:00:00.984594		2026-05-11 08:00:06.321370	815.51
APYX	"[""APYX""]"	nGNX40rD97	2026-05-11 08:00:00	Apyx Medical Corporation Receives Expanded FDA 510(k) Clearance Adding Power Liposuction Capability to AYON Body Contouring System™	Globe Newswire	36.28	0.8527	0.0104	0.1369	0.8422	positive		YES	NASDAQ	4.14	12.81	2026-05-11 08:00:00.883556	0.2875	2026-05-11 08:00:07.941637	3654.09
URG	"[""URG""]"	nACSbDjYLa	2026-05-11 08:00:01	Ur-Energy Reminds Shareholders and Interested Parties of First Quarter Conference Call and Webcast 	ACCESSWIRE	359.57	0.0738	0.0266	0.8996	0.0471	neutral		NO:sentiment_score,Float	NYSE American	2.0	16.28	2026-05-11 08:00:01.954722	0.1118	2026-05-11 08:00:09.371065	1423.17
UMAC	"[""UMAC""]"	nACSnn6zda	2026-05-11 08:00:01	Unusual Machines Accelerates Domestic Battery Manufacturing by Signing a Merger Agreement to Acquire Upgrade Energy	ACCESSWIRE	34.16	0.7195	0.0117	0.2688	0.7079	positive		YES	NYSE American	15.83	17.09	2026-05-11 08:00:01.143649	0.335	2026-05-11 08:00:09.477005	3126.87
CVM	"[""CVM""]"	nBw4fVWmLa	2026-05-11 08:00:02	CEL-SCI Enters Strategic Agreement with Amarox for the Registration, Commercialization, and Distribution of Multikine in Saudi Arabia	Business Wire	7.75	0.7815	0.0115	0.207	0.77	positive		YES	NYSE American	1.8	5.88	2026-05-11 08:00:02.289084	0.5466	2026-05-11 08:00:13.417879	3939.39
NKLR	"[""NKLR""]"	nGNX3MyCr9	2026-05-11 08:00:02	Terra Innovatum Partners with Sant’Anna University to Advance Autonomous Operations and AI Integration for SOLO™	Globe Newswire	21.74	0.4836	0.0116	0.5048	0.472	positive		NO:sentiment_score	NASDAQ	6.4	10.73	2026-05-11 08:00:02.261545	0.6872	2026-05-11 08:00:14.466978	5085.66
CCLD	"[""CCLD""]"	nGNX347Xmf	2026-05-11 08:00:02	CareCloud to Ring Nasdaq Closing Bell, Host 2026 Analyst Day on May 19	Globe Newswire	35.87	0.1626	0.0193	0.8181	0.1432	positive		NO:sentiment_score	NASDAQ	2.4	0.42	2026-05-11 08:00:04.387361		2026-05-11 08:00:16.113710	2690.29
TPET	"[""TPET""]"	nGNX7x6q0t	2026-05-11 08:00:02	TRIO PETROLEUM CORP ANNOUNCES STRATEGIC EXPANSION INITIATIVE FOLLOWING SUCCESSFUL CAPITAL RAISE AND ENCOURAGES STOCKHOLDER SUPPORT AT MAY 21ST ANNUAL MEETING	Globe Newswire	32.15	0.7688	0.0242	0.207	0.7446	positive		YES	NYSE American	0.47	0.0	2026-05-11 08:00:05.555250	0.5194	2026-05-11 08:00:16.433538	1958.88
GALT	"[""GALT""]"	nGNXbQQpx7	2026-05-11 08:00:02	Galectin Therapeutics Announces Publication of NAVIGATE Phase 2b Trial Results for Belapectin in the Journal of Hepatology	Globe Newswire	46.51	0.2509	0.0543	0.6948	0.1966	positive		NO:sentiment_score	NASDAQ	2.4	14.29	2026-05-11 08:00:07.949432	0.1275	2026-05-11 08:00:19.642576	3193.42
MLCI	"[""MLCI""]"	nGNX1W9Y8d	2026-05-11 08:00:03	Mount Logan Capital Inc. Schedules Release of First Quarter 2026 Results	Globe Newswire	10.57	0.0334	0.0462	0.9205	-0.0128	neutral		NO:sentiment_score	NASDAQ	3.98	0.25	2026-05-11 08:00:09.412294		2026-05-11 08:00:21.198493	1561.7
JFB	"[""JFB""]"	nGNX3MWN0J	2026-05-11 08:00:02	JFB Construction Announces 115% increase in Revenue Q1 2026 over Q1 2025	Globe Newswire	5.85	0.9373	0.0156	0.0471	0.9217	positive		YES	NASDAQ	5.87	2.62	2026-05-11 08:00:06.331319	0.1952	2026-05-11 08:00:21.307990	5185.28
ENHA	"[""ENHA"", ""ROKU""]"	nPn15Y1fda	2026-05-11 08:00:03	ROKU TO SERVE AS THE NORTH AMERICAN STREAMING HOME FOR THE INAUGURAL ENHANCED GAMES	PR Newswire		0.4031	0.0257	0.5713	0.3774	positive		NO:sentiment_score,Float	NYSE	9.7	-1.02	2026-05-11 08:00:13.487398		2026-05-11 08:00:24.142943	2818.41
ROKU	"[""ENHA"", ""ROKU""]"	nPn15Y1fda	2026-05-11 08:00:03	ROKU TO SERVE AS THE NORTH AMERICAN STREAMING HOME FOR THE INAUGURAL ENHANCED GAMES	PR Newswire	129.75	0.4031	0.0257	0.5713	0.3774	positive		NO:sentiment_score,Float	NYSE	131.39	1.38	2026-05-11 08:00:14.470955	0.0719	2026-05-11 08:00:24.171702	2818.41
TRAD	"[""TRAD""]"	nWkr5Rkkmn	2026-05-11 08:00:13	Tradedoubler buy-backs of own shares	Cision	11.56	0.1526	0.0542	0.7932	0.0984	positive		NO:sentiment_score	Nasdaq Stockholm			2026-05-11 08:00:16.124995		2026-05-11 08:00:25.481812	1332.65
XGN	"[""XGN""]"	nGNX7YJRSm	2026-05-11 08:00:03	Exagen Inc. Reports First Quarter 2026 Results	Globe Newswire	15.67	0.0448	0.0448	0.9105	-0.0	neutral		NO:sentiment_score	NASDAQ	4.13	34.97	2026-05-11 08:00:09.585060	0.1388	2026-05-11 08:00:26.707157	5503.77
MEHA	"[""MEHA""]"	nNFC72zXBK	2026-05-11 08:00:17	Functional Brands Inc. Signs Binding Letter of Intent for the Acquisition of the Assets of BullionFX | Alchemy for $142.9 million	Newsfile Corp	19.91	0.341	0.0214	0.6376	0.3196	positive		NO:sentiment_score	NASDAQ	0.24	166.67	2026-05-11 08:00:19.645477	0.2342	2026-05-11 08:00:30.536701	3803.41
TUSK	"[""TUSK""]"	nPn1wk8Y1a	2026-05-11 08:00:17	Mammoth Energy Services, Inc. Announces First Quarter 2026 Operational and Financial Results	PR Newswire	47.08	0.2025	0.1204	0.6771	0.0821	positive		NO:sentiment_score	NASDAQ	3.09	29.29	2026-05-11 08:00:17.307695	0.0464	2026-05-11 08:00:35.636079	10139.13
COCH	"[""COCH""]"	nNFC5WhVBM	2026-05-11 08:00:18	Envoy Medical Reports Landmark Accomplishments, Advancing Toward FDA Approval of First-of-Its-Kind Fully Implanted Cochlear Implant	Newsfile Corp	45.77	0.8121	0.0124	0.1754	0.7997	positive		YES	NASDAQ	0.69	6.15	2026-05-11 08:00:21.202516		2026-05-11 08:00:37.419068	6881.02
CFND	"[""CFND""]"	nBw9wJzTga	2026-05-11 08:02:00	C1 Fund Inc. (NYSE: CFND) Announces Fourth Quarter and Full Year 2025 Results	Business Wire	6.7667	0.0749	0.0541	0.871	0.0208	neutral		NO:sentiment_score	NYSE	3.65	4.89	2026-05-11 08:02:00.294932	0.2236	2026-05-11 08:02:01.858031	1655.57
CLRB	"[""CLRB""]"	nGNX389jrF	2026-05-11 08:05:00	Cellectar Biosciences to Report First Quarter Financial Results and Host a Conference Call on Thursday, May 14, 2026	Globe Newswire	3.98	0.0742	0.0235	0.9024	0.0507	positive		NO:sentiment_score	NASDAQ	3.17	4.97	2026-05-11 08:05:00.266311	0.2058	2026-05-11 08:05:01.295129	1076.76
YYGH	"[""YYGH""]"	nPn59GMDma	2026-05-11 08:07:00	YY Group (NASDAQ: YYGH) Issues Strategic Update on AI-Native Platform Evolution and Inaugural AI Product Preview	PR Newswire	2.43	0.1227	0.0148	0.8625	0.1078	positive		NO:sentiment_score	NASDAQ	1.42	27.93	2026-05-11 08:07:00.248140	0.0956	2026-05-11 08:07:02.830889	2673.28
SPAI	"[""SPAI""]"	nGNX2W2W6B	2026-05-11 08:11:45	Safe Pro’s Edge AI Battlefield Threat Detection Selected by U.S. Army for Upcoming Force-on-Force Combat Exercise	Globe Newswire	12.96	0.3013	0.0123	0.6864	0.2889	positive		NO:sentiment_score	NASDAQ	4.79	14.59	2026-05-11 08:11:45.233776	0.1892	2026-05-11 08:11:46.979167	1818.98
JZXN	"[""JZXN""]"	nGNXcbVPGG	2026-05-11 08:15:00	Jiuzi Holdings, Inc. Announces $210,000 Realized Gains from DCIP Investment and Approves $100,000 Share Repurchase Program, Validating Sustainable Digital Asset Investment Framework	Globe Newswire	1.39	0.7249	0.014	0.2611	0.7109	positive		YES	NASDAQ	1.88	106.59	2026-05-11 08:15:00.247476	0.6512	2026-05-11 08:15:01.787548	1539.66
BRAG	"[""BRAG""]"	nBw7VfHB1a	2026-05-11 08:15:00	Bragg Powers 711’s Sportsbook Expansion with Kambi Integration and Fuze™ Technology in Belgium	Business Wire	20.5	0.2301	0.0096	0.7603	0.2205	positive		NO:sentiment_score	TSX			2026-05-11 08:15:00.379587	0.4371	2026-05-11 08:15:04.365794	4057.11
TURB	"[""TURB""]"	nGNX3tGL3f	2026-05-11 08:15:00	Turbo Energy Expands AI-Driven Energy Platform in Chile To Capture Growing Distributed Energy Opportunity	Globe Newswire	16.9636	0.5987	0.009	0.3923	0.5897	positive		NO:sentiment_score	NASDAQ	1.47	9.7	2026-05-11 08:15:00.406691	0.5173	2026-05-11 08:15:05.012606	3275.35
VNRX	"[""VNRX""]"	nPn2TNYswa	2026-05-11 08:19:00	VolitionRx Limited Schedules First Quarter 2026 Earnings Conference Call and Business Update	PR Newswire	6.37	0.0378	0.0484	0.9138	-0.0106	neutral		NO:sentiment_score	NYSE American	2.3	-1.71	2026-05-11 08:19:00.191155	0.0488	2026-05-11 08:19:00.944997	836.35
AGPU	"[""AGPU""]"	nGNX2cKDWK	2026-05-11 08:30:00	Axe Compute to Host Q1 2026 Financial Results Conference Call	Globe Newswire	3.87	0.2174	0.0465	0.7361	0.1709	positive		NO:sentiment_score	NASDAQ	6.77	21.98	2026-05-11 08:30:00.353583	0.0579	2026-05-11 08:30:03.598625	3278.83
ASTC	"[""ASTC""]"	nGNX56kW84	2026-05-11 08:30:00	Astrotech Corporation Receives ECAC/EU G1 Certification of Trace Detection in Aviation Security 	Globe Newswire	1.4	0.8075	0.0136	0.1789	0.7939	positive		YES	NASDAQ	3.05	10.11	2026-05-11 08:30:00.273837	0.7421	2026-05-11 08:30:05.080786	4876.56
HTOO	"[""HTOO""]"	nGNX5pX9t9	2026-05-11 08:30:00	Fusion Fuel Announces BioSteam Energy Has Begun Commercial Operations	Globe Newswire	2.27	0.1559	0.0171	0.827	0.1388	positive		NO:sentiment_score	NASDAQ	3.19	22.69	2026-05-11 08:30:00.479994	0.2696	2026-05-11 08:30:07.804763	2720.33
ODYS	"[""ODYS""]"	nGNX20nXtL	2026-05-11 08:30:00	Odysight.ai Signs CRADA With U.S. Navy to Advance AI-Driven Visual Sensing Supporting Condition-Based Maintenance Operations	Globe Newswire	8.43	0.4366	0.0087	0.5547	0.4279	positive		NO:sentiment_score	NASDAQ	13.57	204.26	2026-05-11 08:30:00.470555	0.659	2026-05-11 08:30:07.983762	4345.34
ABEO	"[""ABEO""]"	nGNX2GFJSt	2026-05-11 08:30:00	Abeona Therapeutics® Announces Activation of Children's Hospital of Philadelphia as a New Qualified Treatment Center for ZEVASKYN®	Globe Newswire	48.32	0.6572	0.0099	0.3329	0.6473	positive		NO:sentiment_score	NASDAQ	6.02	3.08	2026-05-11 08:30:00.601042	0.0923	2026-05-11 08:30:13.215412	5391.83
EOLS	"[""EOLS""]"	nBw75w1Bpa	2026-05-11 08:30:00	Evolus Announces Commercial Launch of Estyme® Injectable Hyaluronic Acid Gels in Europe	Business Wire	47.85	0.3856	0.0102	0.6042	0.3754	positive		NO:sentiment_score	NASDAQ	6.58	4.78	2026-05-11 08:30:00.761089	0.2229	2026-05-11 08:30:15.034291	7043.74
HYLN	"[""HYLN""]"	nBw45MMJNa	2026-05-11 08:30:00	Hyliion Achieves True Fuel-Agnostic Performance with the Next-Generation Reactor Design	Business Wire	123.31	0.8672	0.0105	0.1223	0.8567	positive		NO:Float	NYSE American	2.79	14.81	2026-05-11 08:30:00.708551	0.2035	2026-05-11 08:30:16.999236	3758.84
LMFA	"[""LMFA""]"	nGNX7vGlp3	2026-05-11 08:30:01	LM Funding America Announces April 2026 Production and Operational Update	Globe Newswire	14.38	0.1176	0.0647	0.8177	0.053	positive		NO:sentiment_score	NASDAQ	0.28	16.67	2026-05-11 08:30:01.162229	0.0795	2026-05-11 08:30:18.292720	3256.91
