Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	Exchange	FinBERTCompletedAt	positive	negative	neutral	sentiment_score	label	Trigger	nocoref_neutral_filter	nocoref_confidence_weighted	nocoref_net_score	nocoref_top_k	nocoref_positional	NoCorefCompletedAt	LastDailyClose	itiBaseline	tradeSizeBaseline	Sentiment	ClerkArm	ClerkSentiment	Created	ArrivalDate	CurlTime	MktCap	DailyHigh($)	DailyHigh(%)	Headline-RBscore
AIM	"[""AIM""]"	nGNX8Mj9jZ	08:01:00.197	AIM ImmunoTech Regains NYSE American Compliance, Company Resolves Stockholder Equity Deficiency	Globe Newswire	13.69	NYSE AMERICAN	2026-06-15 08:01:00.353514	0.3155	0.0316	0.6529	0.2839	positive		0.2928	0.3555	0.2085	0.6428	0.2878	2026-06-15 08:01:01.609413	0.4059	36.2	722.5187	OK	accepted:1004	sentiment_ack	08:01:00.029	2026-06-15	08:01:00.335		0.59	47.5	50
LOCL	"[""LOCL""]"	nPn5ltjPza	08:03:04.407	Local Bounti Launches Distribution at Harris Teeter Across Entire Footprint	PR Newswire	22.8	NYSE	2026-06-15 08:03:04.585552	0.2235	0.0322	0.7444	0.1913	positive		0.3993	0.5107	0.3258	0.7911	0.441	2026-06-15 08:03:05.714090	1.35	22800.0	368.32	OK	accepted:1015	sentiment_ack	08:03:04.229	2026-06-15	08:03:04.563		1.44	7.46	50
RKTO	"[""RKTO""]"	nPnbFgTpSa	08:11:00.215	Rocket One Reports Approximately $8.4 Million in Cash and Cash Equivalents and Outlines Strategy Across AI Infrastructure, Spintronic Computing for Space and Defense Markets	PR Newswire	21.68	NASDAQ	2026-06-15 08:11:00.446921	0.0787	0.0167	0.9046	0.062	positive		0.3295	0.4028	0.2603	0.6733	0.2377	2026-06-15 08:11:01.059557	1.115	20.5	511.1875	BAD	accepted:1006	sentiment_bad_released	08:11:00.043	2026-06-15	08:11:00.416		1.22	9.91	84
OBAI	"[""OBAI""]"	nGNX9gfkkC	08:27:00.138	Bond CEO to Host Investor Webinar on New Developments Reinforcing Accelerating Demand	Globe Newswire	14.71	NASDAQ	2026-06-15 08:27:00.366771	0.2754	0.0308	0.6938	0.2446	positive		0.3245	0.2715	0.1407	0.418	0.1542	2026-06-15 08:27:00.792670	0.5428	1571.2	1093.7914	OK	accepted:1000	sentiment_ack	08:27:00.030	2026-06-15	08:27:00.353		0.57	3.64	42
AERT	"[""AERT""]"	nGNXbzqV3j	08:30:00.321	Aeries Technology Secures Strategic GCC Advisory Mandate with Leading Global Tax and Financial Advisory Platform	Globe Newswire	1.19	NASDAQ	2026-06-15 08:30:00.561196	0.6945	0.0127	0.2928	0.6818	positive		0.6508	0.6536	0.5597	0.7981	0.5549	2026-06-15 08:30:01.104759	5.8	2575.7	70.041	OK	accepted:1009	sentiment_ack	08:30:00.067	2026-06-15	08:30:00.546		6.39	10.75	74
JTAI	"[""JTAI""]"	nGNX4mpNK9	08:30:00.352	Jet.AI Announces New Record Date for Distribution of SpinCo Shares in Connection with Proposed flyExclusive Transaction	Globe Newswire	1.4	NASDAQ	2026-06-15 08:30:00.712639	0.1841	0.0195	0.7964	0.1646	positive		0.1469	0.1112	0.0813	0.1787	0.0808	2026-06-15 08:30:01.578911	6.75	347.9	269.2241	BAD	accepted:1010	sentiment_bad_released	08:30:00.039	2026-06-15	08:30:00.682		7.19	6.05	58
QTEX	"[""QTEX""]"	nGNX8pfW5g	08:30:00.687	QTREX Quantum’s AME Technology Achieves 97% Yield Validation at One of the Largest U.S. Interconnect Manufacturers	Globe Newswire	42.6	NASDAQ	2026-06-15 08:30:03.633540	0.8276	0.0133	0.1591	0.8142	positive		0.3395	0.4951	0.3067	0.8506	0.3744	2026-06-15 08:30:04.166921	1.29	12.0	481.7964	OK	accepted:1016	sentiment_ack	08:30:00.153	2026-06-15	08:30:03.607		2.62	94.07	50
NCEL	"[""NCEL""]"	nGNXc9jp1l	08:30:00.823	NewcelX Publishes Peer-Reviewed Study Demonstrating Broad Therapeutic Potential of its Stem Cell Technology Platform	Globe Newswire	2.51	NASDAQ	2026-06-15 08:30:04.628298	0.7338	0.0095	0.2567	0.7242	positive		0.3862	0.4458	0.2967	0.6868	0.353	2026-06-15 08:30:05.369854	3.23	17100.0	178.2	OK	accepted:1018	sentiment_ack	08:30:00.122	2026-06-15	08:30:04.609		3.34	7.74	56
SKBL	"[""SKBL""]"	nBw7QgFgta	08:30:01.500	Cove Kaz Capital Group and Qazgeology Provide Exploration Update on Akbulak Rare Earth Project in Kazakhstan	Business Wire	27.46	NASDAQ	2026-06-15 08:30:06.551054	0.1109	0.0345	0.8546	0.0763	positive		0.4171	0.5262	0.3463	0.7596	0.3661	2026-06-15 08:30:08.145866	3.04	6650.0	1345.2308	BAD	accepted:1004	sentiment_bad_released	08:30:00.337	2026-06-15	08:30:06.532				50
SBEV	"[""SBEV"", ""AVCN""]"	nGNXv65bP	08:30:01.332	Splash Beverage Group Invests in Avicanna, a Leading Cannabinoid Biopharmaceutical Platform, Advancing Its Transformation Into Cannabinoid Healthcare	Globe Newswire	10.96	NYSE AMERICAN	2026-06-15 08:30:06.325219	0.3755	0.0121	0.6125	0.3634	positive		0.5531	0.6369	0.5252	0.7886	0.5315	2026-06-15 08:30:08.150241	0.187	143.6	1069.476	OK	accepted:1001	sentiment_ack	08:30:00.224	2026-06-15	08:30:06.307		0.29	52.63	76
CVKD	"[""CVKD""]"	nGNX9fSMpW	08:30:01.583	Cadrenal Therapeutics Advances Multi-Indication Strategy for CAD-1005; Launches Phase 2a Acute Kidney Injury (CSA-AKI) Clinical Plan to Accelerate Pharma Partnering at Upcoming BIO 2026	Globe Newswire	2.39	NASDAQ	2026-06-15 08:30:06.573451	0.6248	0.0127	0.3625	0.6121	positive		0.4222	0.5002	0.4035	0.8202	0.4239	2026-06-15 08:30:09.495572	3.7	20900.0	493.6667	OK	accepted:1002	sentiment_ack	08:30:00.174	2026-06-15	08:30:06.549		4.03	8.92	74
NNVC	"[""NNVC""]"	nACSH9KnCa	08:30:02.084	As the Ebola Epidemic Spreads, NV-387 Oral Gummies Can Enter a Phase II Clinical Trial for Treatment of Ebola - NanoViricides Proposal is Approved by the Pillar Committee in DR Congo	ACCESSWIRE	22.35	NYSE AMERICAN	2026-06-15 08:30:06.840540	0.7011	0.0178	0.2811	0.6834	positive		0.3634	0.4192	0.3279	0.7415	0.2956	2026-06-15 08:30:09.583933	1.22	997.6	666.6804	OK	accepted:1005	sentiment_ack	08:30:00.490	2026-06-15	08:30:06.766		1.44	14.29	66
BNRG	"[""BNRG""]"	nNFC5sPPjv	08:30:12.802	Brenmiller Energy Signs Cooperation Agreement with INNOVA to Pursue Industrial Decarbonization Opportunities in Italy	Newsfile Corp	0.49	NASDAQ	2026-06-15 08:30:12.907024	0.8814	0.0112	0.1074	0.8702	positive		0.4329	0.5734	0.3971	0.8134	0.4057	2026-06-15 08:30:13.526941	1.22	127.7	339.8033	OK	accepted:1008	sentiment_ack	08:30:12.628	2026-06-15	08:30:12.871		1.67	36.89	58
NTHI	"[""NTHI""]"	nNFC5lLYWZ	08:35:13.077	WSTPR Catalyst Watch: NeOnc Strengthens Capital Position Ahead of Potentially Transformational Neuro-Oncology Updates	Newsfile Corp	3.84	NASDAQ	2026-06-15 08:35:13.272082	0.9483	0.0171	0.0346	0.9312	positive		0.4572	0.547	0.4572	0.8354	0.4819	2026-06-15 08:35:13.870786	4.75	5710.8	227.729	OK	accepted:1012	sentiment_ack	08:35:12.912	2026-06-15	08:35:13.246		4.82	1.05	50
WLDS	"[""WLDS"", ""WLDSW""]"	nGNX1SMyvp	08:45:00.301	Wearable Devices to Unveil GenAI-Powered Intent-Based Interface Platform and Next-Gen Mudra Pro Flagship at AWE 2026	Globe Newswire	3.53	NASDAQ	2026-06-15 08:45:00.548580	0.205	0.0088	0.7862	0.1962	positive		0.188	0.1723	0.1464	0.2309	0.1504	2026-06-15 08:45:02.310953	0.7801	1436.0	555.5945	OK	accepted:1017	sentiment_ack	08:45:00.047	2026-06-15	08:45:00.526		1.45	85.9	56
ENTX	"[""ENTX"", ""5DT""]"	nGNX2NHgxw	08:45:00.349	ENDO 2026 Oral Presentation Highlights Comparative Clinical Data for Entera’s Breakthrough Single Tablet EB613 (First-in-Class Oral PTH(1-34) Anabolic for Osteoporosis)	Globe Newswire	40.05	NASDAQ	2026-06-15 08:45:00.591195	0.225	0.0251	0.7498	0.1999	positive		0.3836	0.4914	0.3836	0.7892	0.4096	2026-06-15 08:45:02.528689	1.23	28500.0	1229.8125	OK	accepted:1019	sentiment_ack	08:45:00.058	2026-06-15	08:45:00.557		1.34	8.94	55
CETY	"[""CETY""]"	nGNX7YNcmS	09:00:00.508	CETY Partnership With Sagacity Yields Success in Design and Manufacture of Advanced ORC Components, Significantly Reducing System Costs and Strengthening Supply Chain Efficiency	Globe Newswire	10.41	NASDAQ	2026-06-15 09:00:03.117193	0.8718	0.0107	0.1175	0.8611	positive		0.6062	0.7049	0.4661	0.8782	0.6025	2026-06-15 09:00:04.054454	1.0	1990.5	475.0962	OK	accepted:1011	sentiment_ack	09:00:00.100	2026-06-15	09:00:03.100		1.0	-0.99	58
XBIT	"[""XBIT""]"	nGNXbMtn1q	09:00:00.570	XBiotech Launches Phase II Clinical Trial Evaluating Vilamakitug for the Treatment of Active Axial Spondyloarthritis	Globe Newswire	23.07	NASDAQ	2026-06-15 09:00:03.338539	0.6795	0.0238	0.2967	0.6558	positive		0.4156	0.4879	0.3787	0.7668	0.3113	2026-06-15 09:00:04.601429	2.34	20900.0	700.7273	OK	accepted:1015	sentiment_ack	09:00:00.152	2026-06-15	09:00:03.313		2.4	0.84	66
WALD	"[""WALD""]"	nGNX87JgcY	09:00:00.653	Obagi Medical Announces FDA Approval of Obagi® saypha® ChIQ™ Injectable Hyaluronic Acid Gel	Globe Newswire	47.24	NASDAQ	2026-06-15 09:00:03.836842	0.7803	0.0166	0.2031	0.7638	positive		0.5206	0.5789	0.4744	0.7883	0.477	2026-06-15 09:00:05.198205	1.86	12540.0	4861.3333	OK	accepted:1006	sentiment_ack	09:00:00.222	2026-06-15	09:00:03.789		2.1	12.9	50
CUPR	"[""CUPR""]"	nGNXVg3gv	09:00:01.153	Cuprina Receives U.S. FDA 510(k) Clearance for MEDIFLY Maggots — the First U.S. Clearance for a Lucilia cuprina Maggot Debridement Product	Globe Newswire	0.92	NASDAQ	2026-06-15 09:00:04.452532	0.7141	0.0191	0.2667	0.695	positive		0.3238	0.4046	0.2969	0.7821	0.2523	2026-06-15 09:00:05.643064	3.97	28.0	254.17	OK	accepted:1000	sentiment_ack	09:00:00.354	2026-06-15	09:00:04.370		14.8	337.87	50
HUHU	"[""HUHU""]"	nGNX5bCJp1	09:00:01.399	HUHUTECH Commercializes Nano-Aerogel Insulation Technology Through New Japanese Semiconductor Project	Globe Newswire	6.95	NASDAQ	2026-06-15 09:00:04.578810	0.2302	0.0086	0.7612	0.2216	positive		0.4801	0.5819	0.3653	0.8262	0.4258	2026-06-15 09:00:06.008214	8.88	19000.0	457.2	OK	accepted:1010	sentiment_ack	09:00:00.379	2026-06-15	09:00:04.543		9.17	3.27	50
COSM	"[""COSM""]"	nGNXbhB909	09:00:01.550	Cosmos Health Provides Update on United States Portfolio; Four 18 Series Products Introduced With Projected Annualized Revenue Over $22.7M and Approximately $17.0M Gross Profit	Globe Newswire	33.18	NASDAQ	2026-06-15 09:00:06.346476	0.2751	0.0181	0.7067	0.257	positive		0.4874	0.6249	0.3987	0.8822	0.3823	2026-06-15 09:00:06.924881	0.21	59.4	1473.4354	OK	accepted:1004	sentiment_ack	09:00:00.368	2026-06-15	09:00:06.324		0.34	61.9	68
MNTN	"[""MNTN""]"	nBwbQV2lGa	09:00:01.872	MNTN Brings Advanced Data Attribution to CTV with First of its Kind HubSpot Integration	Business Wire	16.43	NYSE	2026-06-15 09:00:07.718922	0.2789	0.0106	0.7105	0.2683	positive		0.3699	0.4844	0.3331	0.7773	0.4021	2026-06-15 09:00:08.568724	8.68	1507.7	3640.9272	OK	accepted:1009	sentiment_ack	09:00:00.777	2026-06-15	09:00:07.696		9.15	1.67	55
PAVS	"[""PAVS""]"	nACSCZGFXa	09:00:01.817	PAVS Announces Termination of the Sales Agreement for its At-the-Market Offering with AC Sunshine Securities	ACCESSWIRE	0.99	NASDAQ	2026-06-15 09:00:07.664527	0.0271	0.7937	0.1792	-0.7666	negative		0.0908	0.1012	0.0494	0.2833	0.0585	2026-06-15 09:00:08.766547	0.208	0.7	497.3161	BAD	accepted:1008	sentiment_ignored	09:00:00.856	2026-06-15	09:00:07.643		0.62	226.32	52
EXYN	"[""EXYN""]"	nACSCtVJca	09:00:01.997	Join Exyn Technologies' Exclusive Live Investor Webinar and Q&A Session on June 30	ACCESSWIRE	3.89	NASDAQ	2026-06-15 09:00:07.997519	0.0915	0.035	0.8736	0.0565	positive		0.4016	0.4282	0.2214	0.6735	0.2035	2026-06-15 09:00:09.615031	5.92	2180.1	297.5785	BAD	accepted:1018	sentiment_bad_released	09:00:01.185	2026-06-15	09:00:07.961		6.49	-0.46	42
SOAR	"[""SOAR""]"	nBwc5MBCRa	09:00:02.084	Volato Advances AI Infrastructure Strategy Following Multiple Unsolicited LOIs as Vaunt ARR Reaches $4.0 Million	Business Wire	27.51	NYSE AMERICAN	2026-06-15 09:00:08.077287	0.8118	0.0131	0.175	0.7987	positive		0.6943	0.7179	0.5966	0.856	0.6055	2026-06-15 09:00:09.773340	0.2024	58.7	1098.7816	OK	accepted:1002	sentiment_ignored	09:00:01.262	2026-06-15	09:00:08.018		0.24	20.0	84
ENGN	"[""ENGN""]"	nBw3w5vRfa	09:00:02.874	enGene Reports Second Quarter 2026 Financial Results and Provides Business Update	Business Wire	27.87	NASDAQ	2026-06-15 09:00:08.311916	0.0633	0.0313	0.9053	0.032	neutral		0.2985	0.3292	0.2985	0.8306	0.4212	2026-06-15 09:00:10.699626	1.62	5505.1	1833.2	BAD	accepted:1001	sentiment_bad_released	09:00:01.931	2026-06-15	09:00:08.286		1.82	10.98	50
NXDT	"[""NXDT""]"	nPn2mgpYqa	09:00:25.859	NexPoint Diversified Real Estate Trust Announces Investor Update Call	PR Newswire	43.88	NYSE	2026-06-15 09:00:25.948334	0.0961	0.0837	0.8201	0.0124	neutral		0.1237	0.0573	0.0505	0.0809	0.0522	2026-06-15 09:00:26.200285	4.93	20900.0	8015.6154	BAD	accepted:1012	sentiment_bad_released	09:00:25.765	2026-06-15	09:00:25.931		5.05	2.43	42
SLMT	"[""SLMT""]"	nBw5T7gJDa	09:08:00.341	REG-Qube Research & Technologies LTD Form 8.3	Business Wire	6.48	NASDAQ	2026-06-15 09:08:00.576063	0.0848	0.0269	0.8883	0.058	positive		0.0	0.0242	0.022	0.0588	0.0185	2026-06-15 09:08:01.229199	4.39	9246.7	310.815	BAD	accepted:1017	sentiment_bad_released	09:08:00.107	2026-06-15	09:08:00.554		6.37	44.12	50
DBGI	"[""DBGI""]"	nBw7HND5Na	09:20:00.218	DBGI Cancels 7.1 Million Pre-Funded Warrants to Protect Shareholders Pending Legal Investigation	Business Wire	22.92	NASDAQ	2026-06-15 09:20:00.486901	0.0156	0.9397	0.0447	-0.924	negative		-0.1394	-0.2508	-0.0827	0.2476	-0.1683	2026-06-15 09:20:01.031515	0.9449	54.3	652.2713	BAD	accepted:1003	sentiment_bad_released	09:20:00.091	2026-06-15	09:20:00.469		1.07	17.58	40
INCR	"[""INCR""]"	nGNXjrVQn	09:25:00.249	InterCure Initiates Strategic Review of U.S. Medical Cannabis Opportunities Following Historic Federal Rescheduling and Completes the Initial closing of Botanico Acquisition	Globe Newswire	31.48	NASDAQ	2026-06-15 09:25:00.459943	0.2159	0.0325	0.7516	0.1834	positive		0.3752	0.496	0.3084	0.8449	0.2913	2026-06-15 09:25:01.155574	0.874	6977.2	392.1706	OK	accepted:1008	sentiment_ack	09:25:00.030	2026-06-15	09:25:00.440		0.96	12.94	70
NCL	"[""NCL""]"	nGNX86sPMr	09:25:00.240	Northann Corp. Regains Full Compliance with NYSE American Continued Listing Standards	Globe Newswire	41.74	NYSE AMERICAN	2026-06-15 09:25:00.418917	0.8196	0.0319	0.1485	0.7877	positive		0.4068	0.5615	0.3322	0.7918	0.3885	2026-06-15 09:25:01.389337	0.163	1381.6	1197.3125	OK	accepted:1002	sentiment_ack	09:25:00.045	2026-06-15	09:25:00.403		0.24	60.0	50
EPOW	"[""EPOW""]"	nGNX4Ngzwd	09:27:00.162	E-Power Inc. Secures RMB 3 Million Government Grant from Guizhou Provincial Big Data Bureau for AIoT and Blockchain-Driven Smart Manufacturing Platform in the Lithium Battery Anode Industry	Globe Newswire	25.55	NASDAQ	2026-06-15 09:27:00.296793	0.8387	0.0117	0.1496	0.827	positive		0.3875	0.5004	0.3699	0.8085	0.3883	2026-06-15 09:27:00.979330	0.5801	5383.3	618.3261	OK	accepted:1000	sentiment_ack	09:27:00.032	2026-06-15	09:27:00.275		0.73	15.87	81
EDBL	"[""EDBL"", ""EDBLW""]"	nGNX2JNcDv	09:29:00.209	Edible Garden Issues Letter Encouraging Shareholders to Vote FOR All Proposals at June 17, 2026, Annual Meeting	Globe Newswire	4.48	NASDAQ	2026-06-15 09:29:00.556427	0.2062	0.0146	0.7792	0.1916	positive		0.5233	0.6211	0.4187	0.8527	0.4868	2026-06-15 09:29:01.196190	0.2574	158.3	968.9959	OK	accepted:1005	sentiment_ack	09:29:00.034	2026-06-15	09:29:00.534		0.27	8.0	35
CYCU	"[""CYCU"", ""CYCUW""]"	nGNX1VLjXR	09:30:00.525	Cycurion Responds to Coordinated Stock Attack While Strengthening Core Business	Globe Newswire	9.88	NASDAQ	2026-06-15 09:30:00.750939	0.855	0.0288	0.1162	0.8262	positive		-0.0815	-0.0637	-0.0612	0.3515	-0.0631	2026-06-15 09:30:01.475196	0.637	23.4	539.1473	OK	accepted:1016	sentiment_ack	09:30:00.112	2026-06-15	09:30:00.731		0.78	23.81	50
WIMI	"[""WIMI""]"	nPn4JtHJMa	10:00:08.193	WiMi Implements a Quantum Kernel Convolution (QKC) Scheme Capable of Running on Current Noisy Intermediate-Scale Quantum (NISQ) Devices	PR Newswire	15.3	NASDAQ	2026-06-15 10:00:08.440829	0.1535	0.0162	0.8303	0.1372	positive		0.3101	0.3827	0.2748	0.6393	0.235	2026-06-15 10:00:08.985908	1.62	82.7	423.6127	BAD	accepted:1001	sentiment_bad_released	10:00:07.912	2026-06-15	10:00:08.418		1.7	3.03	50
SLMT	"[""SLMT""]"	nBw2XZs2na	10:25:01.174	REG-Millennium Partners, L.P. Form 8.3	Business Wire	6.48	NASDAQ	2026-06-15 10:25:03.263762	0.0675	0.0266	0.9059	0.041	neutral		0.0	0.0212	0.0215	0.0557	0.0173	2026-06-15 10:25:03.945999	4.39	63.3	211.2925	BAD	accepted:1004	sentiment_bad_released	10:25:00.196	2026-06-15	10:25:03.251		6.37	44.12	58
III	"[""III""]"	nBw6nxxdba	11:00:00.589	ISG to Study AI Service Providers in Life Sciences	Business Wire	33.57	NASDAQ	2026-06-15 11:00:02.035577	0.1097	0.0197	0.8706	0.09	positive		0.2886	0.3724	0.2341	0.6477	0.2493	2026-06-15 11:00:02.749546	4.21	53.2	216.5577	BAD	accepted:1011	sentiment_bad_released	11:00:00.422	2026-06-15	11:00:02.001		4.39	6.81	58
HLP	"[""HLP""]"	nPn4MVv78a	11:39:28.543	Hongli Group Inc. Entered into Strategic Non-Binding MOU with Sidus Energy Storage, Inc. to Explore Potential Advanced Battery Manufacturing Collaboration	PR Newswire	44.35	NASDAQ	2026-06-15 11:39:28.819604	0.8122	0.0127	0.1751	0.7995	positive		0.5212	0.5942	0.3791	0.7978	0.4053	2026-06-15 11:39:29.401604	0.5	136.5	385.3677	OK	accepted:1010	sentiment_ack	11:39:28.437	2026-06-15	11:39:28.793		0.8	70.21	68
VMAR	"[""VMAR""]"	nPn1QYLbqa	11:43:06.505	Vision Marine Technologies Announces Reverse Stock Split	PR Newswire	1.89	NASDAQ	2026-06-15 11:43:06.744705	0.0696	0.0795	0.8509	-0.01	neutral		0.1631	0.1382	0.0709	0.2291	0.083	2026-06-15 11:43:07.208254	0.325	17.5	624.9909	BAD	accepted:1009	sentiment_bad_released	11:43:06.355	2026-06-15	11:43:06.723		3.5	2.94	50
MDBH	"[""MDBH""]"	nGNX2Z6gpV	12:30:00.145	PatentVest to Present at Planet MicroCap Las Vegas on June 17	Globe Newswire	4.73	NASDAQ	2026-06-15 12:30:00.424152	0.107	0.0198	0.8732	0.0872	positive		0.3684	0.3328	0.1906	0.5344	0.2147	2026-06-15 12:30:00.833977	2.86	4333.3	333.6167	BAD	accepted:1014	sentiment_bad_released	12:30:00.032	2026-06-15	12:30:00.411		2.86	0.0	50
PHR	"[""PHR""]"	nNFC1h8QD0	13:20:11.307	PHR INVESTOR ALERT: Faruqi & Faruqi, LLP Reminds Phreesia (PHR) Investors of Securities Class Action Lawsuit Deadline on July 13, 2026	Newsfile Corp	49.77	NYSE	2026-06-15 13:20:11.547374	0.1324	0.1047	0.7629	0.0277	neutral		-0.186	-0.3442	-0.1298	0.288	-0.0671	2026-06-15 13:20:12.093452	9.06	8.3	170.6064	BAD	accepted:1008	sentiment_bad_released	13:20:11.164	2026-06-15	13:20:11.522		9.46	4.42	0
PHR	"[""PHR""]"	nACSCHdXza	13:30:00.543	Securities Lawsuit Alert: Phreesia, Inc. (PHR) Investors - Contact Levi & Korsinsky Before July 13, 2026	ACCESSWIRE	49.77	NYSE	2026-06-15 13:30:00.856265	0.0752	0.0777	0.8471	-0.0024	neutral		-0.1489	-0.2566	-0.0787	0.5342	-0.1394	2026-06-15 13:30:01.316894	9.06	8.3	170.6064	BAD	accepted:1005	sentiment_bad_released	13:30:00.436	2026-06-15	13:30:00.836		9.46	4.42	0
PAVS	"[""PAVS""]"	nGNX3nVbPW	14:30:00.436	PAVS Announces Pricing of a $10 Million Registered Direct Offering of Class A Ordinary Shares and Pre-Funded Warrants	Globe Newswire	0.99	NASDAQ	2026-06-15 14:30:00.850411	0.2078	0.0121	0.7802	0.1957	positive		0.1654	0.2077	0.0874	0.4384	0.1343	2026-06-15 14:30:01.431440	0.208	0.7	428.6082	OK	accepted:1018	sentiment_ack	14:30:00.193	2026-06-15	14:30:00.827		0.62	226.32	57
DBCA	"[""CHAI"", ""DBCA""]"	nACSrnwX7a	15:40:00.597	D. Boral Capital Acted as Exclusive Placement Agent to Core AI Holdings, Inc. (NASDAQ:CHAI) in Connection with its ~$5.4 Million Registered Direct Offering With a New Fundamental Institutional Investor	ACCESSWIRE	28.05	NASDAQ	2026-06-15 15:40:00.975109	0.4261	0.0153	0.5586	0.4108	positive		0.3284	0.3014	0.1556	0.5166	0.1426	2026-06-15 15:40:01.793640	9.96	697.1	507.3512	OK	accepted:1004	sentiment_ack	15:40:00.478	2026-06-15	15:40:00.944		9.97	0.1	87
CHAI	"[""CHAI"", ""DBCA""]"	nACSrnwX7a	15:40:00.597	D. Boral Capital Acted as Exclusive Placement Agent to Core AI Holdings, Inc. (NASDAQ:CHAI) in Connection with its ~$5.4 Million Registered Direct Offering With a New Fundamental Institutional Investor	ACCESSWIRE	6.99	NASDAQ	2026-06-15 15:40:00.973266	0.4261	0.0153	0.5586	0.4108	positive		0.3154	0.2949	0.1589	0.5166	0.1587	2026-06-15 15:40:01.793893	1.32	4.2	418.4482	OK	accepted:1019	sentiment_ack	15:40:00.478	2026-06-15	15:40:00.944		1.76	35.38	87
PHR	"[""PHR""]"	nGNXbJbXHw	15:51:00.338	PHR UPCOMING DEADLINE: Levi & Korsinsky Alerts Phreesia, Inc. Stockholders of Securities Class Action - Contact the Firm	Globe Newswire	49.77	NYSE	2026-06-15 15:51:00.583465	0.0884	0.0793	0.8323	0.0091	neutral		-0.2414	-0.3219	-0.146	0.0915	-0.1176	2026-06-15 15:51:01.104191	9.06	8.3	170.6064	BAD	accepted:1012	sentiment_bad_released	15:51:00.140	2026-06-15	15:51:00.552		9.46	4.42	0
BIRD	"[""BIRD""]"	nGNX2Pj53n	16:05:00.440	Allbirds Announces Record Date for the Asset Sale Dividend	Globe Newswire	5.71	NASDAQ	2026-06-15 16:05:04.715463	0.0944	0.0449	0.8607	0.0494	neutral		-0.1062	-0.0183	0.0058	0.0039	0.0102	2026-06-15 16:05:05.031130	3.66	847.9	396.125	BAD	accepted:1006	sentiment_bad_released	16:05:00.269	2026-06-15	16:05:04.701		4.1	4.86	50
TONX	"[""TONX""]"	nGNXbrGZyf	16:05:01.119	TON Strategy Company Highlights Toncoin Rebrand to Gram as TON Ecosystem Advances Telegram-Native Currency Identity	Globe Newswire	40.65	NASDAQ	2026-06-15 16:05:05.176537	0.7094	0.0126	0.278	0.6968	positive		0.434	0.5442	0.3533	0.7347	0.3877	2026-06-15 16:05:05.973396	3.15	14250.0	3469.1538	OK	accepted:1011	sentiment_ack	16:05:00.316	2026-06-15	16:05:05.154		3.51	-0.85	58
YMAT	"[""YMAT""]"	nGNX5SPg75	16:05:01.623	J-Star Holding Announces Receipt of Nasdaq Delisting Determination; Class A Ordinary Shares Expected to Continue Trading Pending Nasdaq Hearings Panel Review	Globe Newswire	7.89	NASDAQ	2026-06-15 16:05:06.519092	0.1427	0.0179	0.8395	0.1248	positive		0.0383	-0.0084	0.0415	0.2665	-0.0078	2026-06-15 16:05:07.131876	0.5987	196.4	388.3186	BAD	accepted:1015	sentiment_bad_released	16:05:00.551	2026-06-15	16:05:06.492		0.54	-3.57	35
RRGB	"[""RRGB""]"	nPn95p2gva	16:05:01.815	RED ROBIN GOURMET BURGERS, INC. ANNOUNCES TWO ADDITIONAL REFRANCHISING AGREEMENTS	PR Newswire	15.32	NASDAQ	2026-06-15 16:05:07.330207	0.1959	0.0271	0.7769	0.1688	positive		0.5359	0.6692	0.4677	0.8527	0.3314	2026-06-15 16:05:07.945191	5.1	8278.6	1127.2143	BAD	accepted:1010	sentiment_bad_released	16:05:00.445	2026-06-15	16:05:07.307		6.35	27.0	50
DOMO	"[""DOMO""]"	nBw9YHwpza	16:05:02.211	Domo Announces First Quarter Fiscal 2027 Financial Results and Provides Strategic Alternatives Process Update	Business Wire	37.68	NASDAQ	2026-06-15 16:05:07.608729	0.0952	0.0203	0.8845	0.0748	positive		0.4692	0.5417	0.4291	0.8644	0.4389	2026-06-15 16:05:08.516997	3.02	2074.9	2383.7204	BAD	accepted:1009	sentiment_bad_released	16:05:00.532	2026-06-15	16:05:07.562		3.17	0.63	58
BQ	"[""BQ""]"	nPn4K96Ksa	16:10:00.456	Boqii Holding Limited Provides Response to Unusual Market Action	PR Newswire	2.8	NYSE AMERICAN	2026-06-15 16:10:00.845483	0.3001	0.059	0.6409	0.2412	positive		0.2012	0.185	0.0896	0.3858	0.0931	2026-06-15 16:10:01.243401	1.05	49.7	378.0895	OK	accepted:1017	sentiment_ack	16:10:00.244	2026-06-15	16:10:00.835		1.11	18.09	40
