Symbol	Tickers	ID	ArrivalTime	Headline	Author	Float	positive	negative	neutral	sentiment_score	label	Trades/sec	Trigger	Exchange	DailyHigh($)	DailyHigh(%)	FinBERTCompletedAt	body_sentiment	BodyCompletedAt	body_duration_ms	neutral_filter	confidence_weighted	net_score	top_k	positional	recommended
ATRA	"[""ATRA""]"	nGNX8D8w9w	2026-05-11 10:32:42	ATRA Investors Have Opportunity to Lead Atara Biotherapeutics, Inc. Securities Fraud Lawsuit with the Schall Law Firm	Globe Newswire	4.86	0.2293	0.0484	0.7223	0.181	positive		NO:sentiment_score	NASDAQ	9.84	4.68	2026-05-11 10:32:42.236415	-0.0014	2026-05-11 10:32:42.814719	655.74	-0.1795	-0.1912	-0.0901	-0.0527	-0.0724	-0.2359
MNDO	"[""MNDO""]"	nGNX9xpGzT	2026-05-11 10:47:55	MIND CTI Reports First Quarter 2026 Results	Globe Newswire	15.88	0.0665	0.0572	0.8763	0.0093	neutral		NO:sentiment_score	NASDAQ	1.02	3.03	2026-05-11 10:47:55.213656	0.0988	2026-05-11 10:47:56.761984	1605.48	-0.0204	-0.0204	-0.0204	-0.0204	-0.0204	-0.0204
EEX	"[""EEX""]"	nPn4yP0C6a	2026-05-11 10:58:00	Shareholder Alert: Ademi LLP investigates whether Emerald Holding Inc. is obtaining a Fair Price for Public Shareholders	PR Newswire	11.72	0.1036	0.0566	0.8398	0.047	neutral		NO:sentiment_score	NYSE	5.17	13.13	2026-05-11 10:58:00.176226	0.0476	2026-05-11 10:58:00.600511	498.12	-0.1551	-0.1122	-0.0516	-0.0516	-0.0464	-0.1551
RAIN	"[""RAIN""]"	nACSRGMZxa	2026-05-11 11:00:00	One Additional Inch of Rainfall from Ground-Based Rain Enhancement Worth $44 Million Annually to 37 Texas Counties, Texas A&M Analysis Finds	ACCESSWIRE	8.13	0.6645	0.0158	0.3197	0.6487	positive		NO:sentiment_score	NASDAQ	1.59	25.2	2026-05-11 11:00:00.654937		2026-05-11 11:00:02.734274	2154.07	0.1413	0.0826	0.0614	0.0614	0.1398	0.1413
LEE	"[""LEE""]"	nACS6MS8ja	2026-05-11 11:00:01	Bronstein, Gewirtz & Grossman, LLC Encourages Lee Enterprises, Inc. (LEE) Stockholders to Inquire about Securities Investigation 	ACCESSWIRE	5.91	0.0953	0.0248	0.8799	0.0704	positive		NO:sentiment_score	NASDAQ	8.28	3.76	2026-05-11 11:00:01.741218	-0.0655	2026-05-11 11:00:03.646340	1990.72	-0.1949	-0.1346	-0.0327	-0.084	-0.0536	-0.293
WIMI	"[""WIMI""]"	nPn9PNNKMa	2026-05-11 11:00:02	WiMi Releases Next-Generation Quantum Neural Network Feature Mapping Technology: Repeated Amplitude Encoding Significantly Enhances Expressive Power of Quantum Models	PR Newswire	9.77	0.7951	0.0102	0.1947	0.7849	positive		YES	NASDAQ	1.65	1.23	2026-05-11 11:00:02.222225	0.0564	2026-05-11 11:00:05.055864	1402.5	0.3343	0.202	0.1042	0.1316	0.2203	0.3343
HOLO	"[""HOLO""]"	nGNX6wgSPG	2026-05-11 11:30:00	MicroCloud Hologram Inc. Quantum Key Distribution Technology Facilitates Smooth Iteration of Bitcoin’s Post-Quantum Protocol	Globe Newswire	22.3	0.306	0.0125	0.6815	0.2935	positive		NO:sentiment_score	NASDAQ	1.86	4.49	2026-05-11 11:30:00.347344		2026-05-11 11:30:02.947317	2673.1	0.2378	0.1513	0.1018	0.2378	0.24	0.2382
EVTV	"[""EVTV""]"	nPnbwPzzpa	2026-05-11 11:45:41	AZIO AI and EVTV Progress with an additional 6 MW of Behind-the-Meter Power and Multi-Megawatt AI Infrastructure Order	PR Newswire	11.91	0.8019	0.0081	0.19	0.7938	positive		YES	NASDAQ	2.28	11.22	2026-05-11 11:45:41.916586	0.6028	2026-05-11 11:45:43.185543	1347.96	0.7761	0.7405	0.5406	0.5406	0.7639	0.7843
ANIX	"[""ANIX""]"	nPn7jvRNva	2026-05-11 11:48:49	/C O R R E C T I O N -- Anixa Biosciences, Inc./	PR Newswire	31.72	0.0807	0.0525	0.8668	0.0282	neutral		NO:sentiment_score	NASDAQ	3.16	3.61	2026-05-11 11:48:49.708184	0.2348	2026-05-11 11:48:51.651058	2006.09	0.3658	0.4637	0.3658	0.498	0.3398	0.4637
ATRA	"[""ATRA""]"	nGNX4fcsZb	2026-05-11 12:00:00	Bronstein, Gewirtz & Grossman LLC Urges Atara Biotherapeutics, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	4.86	0.1282	0.3506	0.5213	-0.2224	negative		NO:sentiment_score	NASDAQ	9.84	4.68	2026-05-11 12:00:00.580094	-0.015	2026-05-11 12:00:02.384394	1876.15	0.0304	0.0232	0.0285	0.3852	-0.0206	0.0211
CHOW	"[""CHOW""]"	nPn9Vc5vVa	2026-05-11 12:00:00	ChowChow Cloud International Holdings Limited (CHOW) Shareholders Who Lost Money Have Opportunity to Lead Securities Fraud Lawsuit	PR Newswire	10.64	0.1001	0.3001	0.5998	-0.2	negative		NO:sentiment_score	NYSE American	0.46	6.98	2026-05-11 12:00:00.602106	0.0106	2026-05-11 12:00:02.594621	2073.33	-0.0092	0.0336	0.0107	0.153	0.0053	0.0351
GEMI	"[""GEMI""]"	nNFC6VtFM7	2026-05-11 12:00:28	Bronstein, Gewirtz & Grossman LLC Urges Gemini Space Station, Inc. Investors to Act: Class Action Filed Alleging Investor Harm	Newsfile Corp	38.2	0.1485	0.2226	0.6289	-0.0741	negative		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-11 12:00:28.386770	0.1409	2026-05-11 12:00:29.010734	700.69	0.0347	0.0237	0.0349	0.2432	-0.0102	0.0203
SQNS	"[""SQNS""]"	nNFC35QLcb	2026-05-11 12:12:53	Sequans Announces Filing and Availability of 2025 Annual Report on Form 20-F	Newsfile Corp	15.96	0.0674	0.04	0.8925	0.0274	neutral		NO:sentiment_score	NYSE	4.05	17.05	2026-05-11 12:12:53.755449	0.112	2026-05-11 12:12:54.298699	620.16	0.1837	0.1453	0.1139	0.1139	0.1104	0.1837
FCHL	"[""FCHL""]"	nGNX2rKZKj	2026-05-11 13:00:00	Bronstein, Gewirtz & Grossman LLC Urges Fitness Champs Holdings Ltd. Investors to Act: Class Action Filed Alleging Investor Harm	Globe Newswire	0.35	0.144	0.192	0.664	-0.048	neutral		NO:sentiment_score	NASDAQ	2.23	17.99	2026-05-11 13:00:00.280743	-0.0723	2026-05-11 13:00:01.063776	849.85	-0.017	-0.0299	0.0032	0.332	-0.049	-0.0456
CD	"[""CD""]"	nNFC8bh52P	2026-05-11 13:04:50	Chaince Digital Holdings Inc. To Present at The LD Micro Invitational XVI	Newsfile Corp	45.38	0.0747	0.0153	0.91	0.0595	positive		NO:sentiment_score	NASDAQ	6.65	5.72	2026-05-11 13:04:50.629277	0.0941	2026-05-11 13:04:51.389752	838.37	0.242	0.1062	0.056	0.1149	0.044	0.242
PODC	"[""LVO"", ""PODC""]"	nGNX4vMKf2	2026-05-11 13:46:09	LiveOne (Nasdaq: LVO) and PodcastOne (Nasdaq: PODC) Expand Gotavi Partnership to Accelerate AI-Driven Investor Awareness and Highlight Valuation Discount	Globe Newswire	4.25	0.7467	0.0125	0.2408	0.7342	positive		YES	NASDAQ	3.82	7.91	2026-05-11 13:46:09.286406	0.3259	2026-05-11 13:46:10.514921	1294.0	0.3265	0.3942	0.2556	0.5356	0.2762	0.4246
LVO	"[""LVO"", ""PODC""]"	nGNX4vMKf2	2026-05-11 13:46:09	LiveOne (Nasdaq: LVO) and PodcastOne (Nasdaq: PODC) Expand Gotavi Partnership to Accelerate AI-Driven Investor Awareness and Highlight Valuation Discount	Globe Newswire	8.57	0.7467	0.0125	0.2408	0.7342	positive		YES	NASDAQ	5.4	2.47	2026-05-11 13:46:09.286433	0.4103	2026-05-11 13:46:10.516575	1294.0	0.4152	0.5337	0.2765	0.785	0.411	0.5949
ALP	"[""ALP"", ""ATON""]"	nGNX6F0GBX	2026-05-11 13:56:02	CryptoBell.Live Launches National Broadcast Platform across 60 million US households to Bring AI, Blockchain & Crypto Mainstream	Globe Newswire	19.64	0.2951	0.0098	0.6951	0.2853	positive		NO:sentiment_score	NASDAQ	0.26	8.33	2026-05-11 13:56:02.256368	-0.0006	2026-05-11 13:56:02.979937	819.13	0.1231	0.0895	0.0736	0.1231	0.0904	0.1222
COSM	"[""COSM""]"	nACSZJHz4a	2026-05-11 14:25:01	Cosmos Health Projects Over $3.2 Million in Incremental Annual Revenue from Fort18 in the United States Within 12-18 Months	ACCESSWIRE	28.16	0.5622	0.0334	0.4044	0.5288	positive		NO:sentiment_score	NASDAQ	0.43	26.47	2026-05-11 14:25:01.121129	0.2215	2026-05-11 14:25:02.928932	1847.92	0.5821	0.474	0.1912	0.5821	0.2827	0.6694
GEMI	"[""GEMI""]"	nGNX7tM1W0	2026-05-11 14:38:00	NASDAQ: GEMI: Kessler Topaz Meltzer & Check, LLP Announces the Filing of a Securities Fraud Class Action Lawsuit Against Gemini Space Station, Inc. (GEMI)	Globe Newswire	38.2	0.2396	0.3234	0.437	-0.0838	negative		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-11 14:38:00.230683	-0.005	2026-05-11 14:38:01.823797	1663.63	-0.1005	-0.1826	-0.038	0.5922	-0.0615	-0.2335
PODC	"[""PODC""]"	nGNX3pZj8	2026-05-11 15:34:06	LiveOne (Nasdaq: LVO) and PodcastOne (Nasdaq: PODC) Expand Gotavi Partnership to Accelerate AI-Driven Investor Awareness and Highlight Valuation Discount	Globe Newswire	4.25	0.7467	0.0125	0.2408	0.7342	positive		YES	NASDAQ	3.82	7.91	2026-05-11 15:34:06.306314	0.3259	2026-05-11 15:34:07.624377	1410.66	0.3906	0.5091	0.2718	0.7982	0.3748	0.5547
KFFB	"[""KFFB""]"	nGNXnNLw3	2026-05-11 15:42:15	Kentucky First Federal Bancorp Reports Earnings	Globe Newswire	3.06	0.1368	0.124	0.7392	0.0128	neutral		NO:sentiment_score	NASDAQ	4.67	7.36	2026-05-11 15:42:15.357655	0.1685	2026-05-11 15:42:17.254770	1959.08	0.1875	0.3259	0.1055	0.1742	0.4444	0.3802
GEMI	"[""GEMI""]"	nGNX8D7v3L	2026-05-11 16:00:00	GEMI Investor Alert: Gemini Space Station Securities Fraud Lawsuit - Investors With Losses May Seek to Lead the Class Action After Company Allegedly Misled Institutional Holders: Levi & Korsinsky	Globe Newswire	38.2	0.1	0.3766	0.5233	-0.2766	negative		NO:sentiment_score	NASDAQ	5.35	8.08	2026-05-11 16:00:01.072545	-0.0047	2026-05-11 16:00:03.908302	1630.93	-0.0158	-0.106	0.002	0.5324	-0.0164	-0.1263
ATRA	"[""ATRA""]"	nGNX2Zkgwn	2026-05-11 16:00:01	Atara Biotherapeutics, Inc. Sued for Securities Law Violations - Contact Levi & Korsinsky Before May 22, 2026 to Discuss Your Rights – ATRA	Globe Newswire	4.86	0.1601	0.0855	0.7544	0.0745	positive		NO:sentiment_score	NASDAQ	9.84	4.68	2026-05-11 16:00:01.678530	-0.0412	2026-05-11 16:00:05.017841	1455.52	0.125	0.1595	0.0699	0.4831	0.0213	0.2036
AMBO	"[""AMBO""]"	nGNX3tMnQF	2026-05-11 16:00:01	Ambow Education Announces First Quarter of 2026 Financial Results	Globe Newswire	2.62	0.1263	0.1055	0.7682	0.0209	neutral		NO:sentiment_score	NYSE American	4.35	95.07	2026-05-11 16:00:02.036213	0.1874	2026-05-11 16:00:06.351267	2439.48	0.0819	0.061	0.0485	0.0485	0.0729	0.0815
ANTX	"[""ANTX""]"	nBwchdKRxa	2026-05-11 16:01:00	AN2 Therapeutics Reports First Quarter 2026 Financial Results and Recent Business and Scientific Highlights	Business Wire	20.65	0.1636	0.0424	0.794	0.1212	positive		NO:sentiment_score	NASDAQ	4.8	7.87	2026-05-11 16:01:00.618687	0.175	2026-05-11 16:01:04.983980	4424.04	-0.3198	-0.6079	-0.3198	-0.3198	0.146	-0.6079
AURA	"[""AURA""]"	nGNXbhh5bS	2026-05-11 16:01:00	Aura Biosciences Reports First Quarter 2026 Financial Results and Business Highlights	Globe Newswire	44.71	0.1294	0.0506	0.82	0.0788	positive		NO:sentiment_score	NASDAQ	8.52	1.43	2026-05-11 16:01:00.761758	0.2493	2026-05-11 16:01:06.051970	5370.58	0.2846	0.3322	0.2475	0.5833	0.5096	0.3459
SKYE	"[""SKYE""]"	nGNX9N1nYM	2026-05-11 16:01:00	Skye Bioscience Reports First Quarter 2026 Financial Results and Business Update	Globe Newswire	22.31	0.0824	0.0692	0.8484	0.0132	neutral		NO:sentiment_score	NASDAQ	0.91	2.25	2026-05-11 16:01:00.872116	0.3336	2026-05-11 16:01:08.827994	3843.83	0.2848	0.2996	0.2445	0.3372	0.2343	0.3198
EIKN	"[""EIKN""]"	nGNX8wFp5R	2026-05-11 16:01:57	Eikon Therapeutics Reports First Quarter 2026 Financial Results and Provides Clinical Updates	Globe Newswire	30.04	0.1081	0.038	0.8538	0.0701	positive		NO:sentiment_score	NASDAQ	11.65	15.69	2026-05-11 16:01:57.233195	0.4594	2026-05-11 16:01:58.784374	1625.78	0.6213	0.6699	0.6213	0.6213	0.6065	0.6699
UEIC	"[""UEIC""]"	nBw6N9VD9a	2026-05-11 16:05:00	Universal Electronics Reports Financial Results for the First Quarter 2026	Business Wire	10.23	0.1322	0.0915	0.7763	0.0407	neutral		NO:sentiment_score	NASDAQ	4.4	2.33	2026-05-11 16:05:00.424322	0.113	2026-05-11 16:05:07.744991	7382.98	0.2138	0.173	0.1385	0.1385	0.0009	0.2159
AREN	"[""AREN""]"	nBw37x2Zfa	2026-05-11 16:05:00	The Arena Group Reports Q1 2026 Results	Business Wire	11.18	0.0469	0.0606	0.8925	-0.0137	neutral		NO:sentiment_score	NYSE American	2.71	3.04	2026-05-11 16:05:00.494858	0.0729	2026-05-11 16:05:07.882533	7383.38	0.3792	0.5523	0.2534	0.3792	0.183	0.6454
AMWL	"[""AMWL""]"	nGNX9B9bgP	2026-05-11 16:05:00	Amwell® to Participate in Upcoming Investor Conference	Globe Newswire	12.91	0.1474	0.022	0.8306	0.1254	positive		NO:sentiment_score	NYSE	8.23	3.26	2026-05-11 16:05:00.813281	0.1235	2026-05-11 16:05:09.387566	813.61	0.1052	0.1052	0.1052	0.1052	0.1052	0.1052
TTRX	"[""TTRX""]"	nBwb0nCxda	2026-05-11 16:05:00	Turn Therapeutics Reports First Quarter 2026 Financial Results and Provides Corporate Updates	Business Wire	10.57	0.0849	0.0495	0.8657	0.0354	neutral		NO:sentiment_score	NASDAQ	3.92	3.7	2026-05-11 16:05:00.872459	0.2762	2026-05-11 16:05:12.157331	2769.29	0.3139	0.5142	0.1972	0.4027	0.4515	0.5738
OM	"[""OM""]"	nGNX9fmczg	2026-05-11 16:05:00	Outset Medical to Present at RBC Global Healthcare Conference	Globe Newswire	17.48	0.0999	0.0364	0.8636	0.0635	positive		NO:sentiment_score	NASDAQ	3.82	1.6	2026-05-11 16:05:00.933604	0.1715	2026-05-11 16:05:13.085053	924.26	0.1576	0.1576	0.1576	0.1576	0.1576	0.1576
CVRX	"[""CVRX""]"	nGNX3kR3yq	2026-05-11 16:05:00	CVRx Reports First Quarter 2026 Financial and Operating Results	Globe Newswire	14.54	0.1394	0.1341	0.7265	0.0053	neutral		NO:sentiment_score	NASDAQ	7.23	7.11	2026-05-11 16:05:00.835018	0.1087	2026-05-11 16:05:13.255355	4351.9	0.0501	0.043	0.0381	0.0381	0.0495	0.0501
PUBM	"[""PUBM""]"	nBwcb43mKa	2026-05-11 16:05:01	PubMatic to Participate in Upcoming Financial Conferences	Business Wire	38.0	0.29	0.0127	0.6973	0.2773	positive		NO:sentiment_score	NASDAQ	11.0	4.46	2026-05-11 16:05:07.810569	0.1089	2026-05-11 16:05:14.102866	1010.97	0.5067	0.5127	0.3323	0.6332	0.2376	0.5741
MGX	"[""MGX""]"	nGNX20jWyW	2026-05-11 16:05:01	Metagenomi Therapeutics Reports Business Updates and First Quarter 2026 Financial Results	Globe Newswire	25.95	0.0631	0.0701	0.8668	-0.0071	neutral		NO:sentiment_score	NASDAQ	1.41	1.44	2026-05-11 16:05:07.932221	0.2557	2026-05-11 16:05:17.155689	3892.53	0.2569	0.3036	0.2569	0.2569	0.2887	0.3036
KYNB	"[""KYNB""]"	nGNX8G8WjM	2026-05-11 16:05:01	Kyntra Bio Reports First Quarter 2026 Financial Results and Provides Business Update	Globe Newswire	3.75	0.0524	0.0254	0.9222	0.0269	neutral		NO:sentiment_score	NASDAQ	7.03	1.15	2026-05-11 16:05:09.397678	0.127	2026-05-11 16:05:21.710249	4557.71	0.2087	0.2028	0.171	0.171	0.1322	0.2279
LENZ	"[""LENZ""]"	nGNX6H0xj3	2026-05-11 16:05:02	LENZ Therapeutics Reports First Quarter 2026 Financial Results and Recent Corporate Highlights	Globe Newswire	27.72	0.1585	0.0637	0.7778	0.0948	positive		NO:sentiment_score	NASDAQ	10.58	3.83	2026-05-11 16:05:12.239117	0.3417	2026-05-11 16:05:26.638050	4914.48	0.3525	0.4566	0.2569	0.5967	0.4892	0.4876
AMPY	"[""AMPY"", ""AMPYW""]"	nGNX8scjq1	2026-05-11 16:05:01	Amplify Energy Announces First Quarter 2026 Results and Announces Beta Field Royalty Relief	Globe Newswire	33.32	0.0846	0.0176	0.8978	0.0671	positive		NO:sentiment_score	NYSE	5.58	5.08	2026-05-11 16:05:08.590582	0.1939	2026-05-11 16:05:29.259182	15145.11	0.1961	0.2395	0.1204	0.223	0.1123	0.2795
VTSI	"[""VTSI""]"	nGNX9tCRFb	2026-05-11 16:05:02	VirTra Reports First Quarter 2026 Financial Results	Globe Newswire	10.86	0.1177	0.1042	0.7781	0.0135	neutral		NO:sentiment_score	NASDAQ	4.32	-3.79	2026-05-11 16:05:13.264399	0.0307	2026-05-11 16:05:35.349260	6087.28	0.0845	0.0638	0.0723	0.0834	0.1024	0.0667
RLGT	"[""RLGT""]"	nPn2F26Gta	2026-05-11 16:05:02	RADIANT LOGISTICS ANNOUNCES RESULTS FOR THE THIRD FISCAL QUARTER ENDED MARCH 31, 2026	PR Newswire	35.56	0.0598	0.0523	0.8879	0.0075	neutral		NO:sentiment_score	NYSE American	8.46	0.0	2026-05-11 16:05:13.089758	0.1746	2026-05-11 16:05:37.093666	10453.58	0.0	0.0451	0.0417	0.0417	0.0454	0.0
FF	"[""FF""]"	nGNX2XvgXt	2026-05-11 16:05:03	FutureFuel Announces First Quarter 2026 Results	Globe Newswire	26.13	0.0517	0.0394	0.9089	0.0123	neutral		NO:sentiment_score	NYSE	5.0	2.04	2026-05-11 16:05:14.119221	0.2393	2026-05-11 16:05:46.057341	10704.57	0.3408	0.48	0.2117	0.8647	0.3362	0.55
ELWT	"[""ELWT""]"	nNFC2XnWwk	2026-05-11 16:05:17	Elauwit Connection, Inc. to Announce First Quarter 2026 Results on May 14, 2026	Newsfile Corp	2.24	0.0763	0.0332	0.8905	0.043	neutral		NO:sentiment_score	NASDAQ	8.86	8.98	2026-05-11 16:05:21.720952	0.115	2026-05-11 16:05:47.087135	1020.51	0.2072	0.3442	0.1047	0.3469	0.0919	0.516
HFFG	"[""HFFG""]"	nGNX58ND34	2026-05-11 16:05:03	HF Foods Reports First Quarter 2026 Financial Results	Globe Newswire	37.41	0.1254	0.1165	0.7581	0.0089	neutral		NO:sentiment_score	NASDAQ	2.35	24.34	2026-05-11 16:05:17.157608	0.2279	2026-05-11 16:05:47.504778	10404.75	0.0976	0.1497	0.0724	0.3667	0.233	0.1706
PLAG	"[""PLAG""]"	nPnzjgXLa	2026-05-11 16:10:00	Planet Green Holdings Corp. Announces Required NYSE Disclosure Regarding Going Concern Opinion	PR Newswire	10.3	0.0679	0.0686	0.8635	-0.0007	neutral		NO:sentiment_score	NYSE American	1.99	9.34	2026-05-11 16:10:00.209461	0.0027	2026-05-11 16:10:00.955811	819.46	0.0	0.0163	0.0132	0.0369	0.0162	0.0
LAND	"[""LAND""]"	nACScrDMVa	2026-05-11 16:10:01	Gladstone Land Announces First Quarter 2026 Results	ACCESSWIRE	39.4	0.0728	0.0739	0.8534	-0.0011	neutral		NO:sentiment_score	NASDAQ	9.78	0.1	2026-05-11 16:10:01.226709		2026-05-11 16:10:06.529554	5370.35	0.2391	0.3608	0.1275	0.3684	-0.0187	0.4593
CINT	"[""CINT""]"	nBwc9CXPQa	2026-05-11 16:11:00	CI&T Reports 23.2% Organic Revenue Growth in 1Q26, Driven by Strong AI Deployment Momentum and Emerging AI Monetization	Business Wire	16.34	0.8947	0.0142	0.0911	0.8804	positive		YES	NYSE	4.05	6.58	2026-05-11 16:11:00.264622	0.2129	2026-05-11 16:11:01.099133	904.01	0.1773	0.1773	0.1773	0.1773	0.1773	0.1773
ROC	"[""ROC""]"	nGNEbT7bm8	2026-05-11 16:15:00	ROC to Present at the LD Micro Invitational XVI on May 18, 2026	Globe Newswire	5.45	0.063	0.0513	0.8857	0.0116	neutral		NO:sentiment_score	NASDAQ	6.6	13.79	2026-05-11 16:15:00.459083	0.171	2026-05-11 16:15:02.607696	2173.1	0.1543	0.1543	0.1543	0.1543	0.1543	0.1543
AGAE	"[""AGAE""]"	nGNX92hHVG	2026-05-11 16:15:00	Allied Gaming & Entertainment Announces Special Meeting Proposal Focused on Capital Structure to Support M&A and Financing Plan	Globe Newswire	13.33	0.1711	0.0133	0.8155	0.1578	positive		NO:sentiment_score	NASDAQ	0.48	6.67	2026-05-11 16:15:00.525475	0.1881	2026-05-11 16:15:04.106894	1492.32	0.3792	0.3089	0.1896	0.1896	0.0751	0.3792
CMU	"[""CMU""]"	nBw1rchYna	2026-05-11 16:15:00	MFS High Yield Municipal Trust Announces Final Results of Tender Offer	Business Wire	25.49	0.1668	0.0297	0.8036	0.1371	positive		NO:sentiment_score	NYSE	3.53	0.0	2026-05-11 16:15:00.575538	0.1824	2026-05-11 16:15:04.432965	1176.98	0.181	0.181	0.181	0.181	0.181	0.181
TLF	"[""TLF""]"	nGNX9L3gjy	2026-05-11 16:15:00	Tandy Leather Factory Reports First Quarter 2026 Results	Globe Newswire	7.51	0.0987	0.0433	0.858	0.0554	positive		NO:sentiment_score	NASDAQ	2.47	1.65	2026-05-11 16:15:00.792538	0.0131	2026-05-11 16:15:05.402489	1294.05	0.0167	0.0167	0.0167	0.0167	0.0167	0.0167
LCUT	"[""LCUT""]"	nGNXpkzxj	2026-05-11 16:15:00	Lifetime Brands to Participate in the LD Micro Invitational XVI Conference	Globe Newswire	11.71	0.1933	0.0182	0.7885	0.1751	positive		NO:sentiment_score	NASDAQ	7.2	21.83	2026-05-11 16:15:00.803424	0.1007	2026-05-11 16:15:06.363888	953.72	0.1298	0.1298	0.1298	0.1298	0.1298	0.1298
LIEN	"[""LIEN""]"	nGNXbhsH2d	2026-05-11 16:15:00	Chicago Atlantic BDC, Inc. Announces Filing of a Shelf Registration Statement to Enhance Financial Flexibility and Support Portfolio Growth	Globe Newswire	19.78	0.9014	0.0158	0.0828	0.8855	positive		YES	NASDAQ	9.5	5.44	2026-05-11 16:15:00.810121	0.3261	2026-05-11 16:15:06.560155	2127.87	0.6021	0.6021	0.6021	0.6021	0.6021	0.6021
MNTN	"[""MNTN""]"	nBwb2SN8Va	2026-05-11 16:15:00	MNTN to Participate at the Needham Technology, Media, & Consumer Conference	Business Wire	26.56	0.2415	0.0151	0.7434	0.2264	positive		NO:sentiment_score	NYSE	8.8	2.33	2026-05-11 16:15:01.019671	0.1716	2026-05-11 16:15:07.536939	1164.71	0.2866	0.2317	0.1552	0.1552	0.1356	0.2866
AIXC	"[""AIXC""]"	nPnHFzlxa	2026-05-11 16:15:01	AIxCrypto Holdings Reports First Quarter 2026 Results; Highlights Q1 Execution Across Embodied AI, RWA Tokenization, and AI Agent Platforms	PR Newswire	18.98	0.6966	0.017	0.2865	0.6796	positive		NO:sentiment_score	NASDAQ	1.52	12.59	2026-05-11 16:15:02.611923	0.201	2026-05-11 16:15:12.106307	5543.59	0.1861	0.2856	0.1289	0.3445	0.6977	0.3326
PRSO	"[""PRSO""]"	nACSJ5FSva	2026-05-11 16:15:15	Peraso Announces First Quarter 2026 Results	ACCESSWIRE	12.12	0.0497	0.0378	0.9125	0.0119	neutral		NO:sentiment_score	NASDAQ	1.59	54.37	2026-05-11 16:15:15.931639	0.1668	2026-05-11 16:15:18.987522	3158.98	0.0073	0.0148	0.0126	0.0653	0.0217	0.0081
HSDT	"[""HSDT""]"	nGNXbJYVQS	2026-05-11 16:16:12	Solana Company to Release First Quarter 2026 Operating Results on May 15, 2026	Globe Newswire	30.18	0.066	0.0472	0.8868	0.0187	neutral		NO:sentiment_score	NASDAQ	2.29	4.09	2026-05-11 16:16:12.241664	0.1922	2026-05-11 16:16:12.502269	334.44	0.2065	0.2194	0.147	0.147	0.122	0.2516
DAIC	"[""DAIC""]"	nACSN4fJka	2026-05-11 16:17:01	Dot Ai Reports First Quarter 2026 Financial Results	ACCESSWIRE	23.33	0.1443	0.0953	0.7604	0.049	neutral		NO:sentiment_score	NASDAQ	0.37	68.18	2026-05-11 16:17:01.073526		2026-05-11 16:17:04.606975	3574.09	0.3647	0.4113	0.1365	0.2613	0.3443	0.5672
YOOV	"[""YOOV""]"	nGNX6D1Z9Y	2026-05-11 16:19:44	Robbins LLP Urges YOOV Investors to Contact the Firm Before May 18, 2026, for Information About Recovering Their Losses Against Concorde International Group, Ltd.	Globe Newswire	5.91	0.1634	0.0261	0.8105	0.1372	positive		NO:sentiment_score	NASDAQ	1.24	1.64	2026-05-11 16:19:44.262459	0.0112	2026-05-11 16:19:44.986961	826.45	-0.0451	-0.1206	-0.0177	0.4757	-0.0299	-0.1447
GHI	"[""GHI""]"	nGNX5YT3tJ	2026-05-11 16:20:00	Greystone Housing Impact Investors Reports First Quarter 2026 Financial Results	Globe Newswire	22.55	0.1257	0.1785	0.6959	-0.0528	negative		NO:sentiment_score	NYSE	5.41	0.0	2026-05-11 16:20:00.338585	0.0704	2026-05-11 16:20:03.871331	3604.25	0.0811	0.0799	0.0857	0.0811	0.0921	0.0758
SNFCA	"[""SNFCA""]"	nGNX7mFFfb	2026-05-11 16:22:00	Security National Financial Corporation Reports Financial Results for the Quarter Ended March 31, 2026	Globe Newswire	16.96	0.0739	0.1311	0.795	-0.0572	negative		NO:sentiment_score	NASDAQ	9.84	-0.3	2026-05-11 16:22:00.269514	0.0041	2026-05-11 16:22:02.352096	2139.32						
OXBR	"[""OXBR"", ""OXBRW""]"	nGNX17sdp9	2026-05-11 16:22:00	Oxbridge Re Highlights Strong Q1 2026 Execution, Platform Growth and Market Opportunity	Globe Newswire	7.07	0.8856	0.0117	0.1027	0.8739	positive		YES	NASDAQ	1.3	34.02	2026-05-11 16:22:00.397943		2026-05-11 16:22:03.589012	3272.68	0.0	0.0246	0.0235	0.0235	0.0236	0.0
SCYX	"[""SCYX""]"	nGNX7ycQTW	2026-05-11 16:23:30	SCYNEXIS Reports First Quarter 2026 Financial Results and Provides Corporate Update	Globe Newswire	43.11	0.0688	0.034	0.8973	0.0348	neutral		NO:sentiment_score	NASDAQ	0.92	0.0	2026-05-11 16:23:30.340195	0.2683	2026-05-11 16:23:32.785197	2520.31	0.1226	0.119	0.1226	0.1226	0.0478	0.119
HTCO	"[""HTCO""]"	nPnccXQYCa	2026-05-11 16:30:00	High-Trend International Group Class A Shareholders Approve Major Corporate Governance Enhancements	PR Newswire	2.4	0.8076	0.0163	0.1762	0.7913	positive		YES	NASDAQ	8.3	45.36	2026-05-11 16:30:00.168477	0.4698	2026-05-11 16:30:02.284578	2182.5	0.2126	0.2126	0.2126	0.2126	0.2126	0.2126
